Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Safety_Score,Output
13,5,67.27438469,0.298803462,81.26,5,28222.68698,2,0.018342642,28.40182648,0
11,4,69.59890611,0.421414353,82.73,2,38384.43182,0,0.51935507,58.40182648,1
10,3,52.59799453,0.456033898,77.91,4,32253.3806,1,0.058339823,37.21461187,0
18,2,75.43299909,0.327292463,76,3,26734.01403,0,0.135445813,12.46575342,0
13,1,45.48769371,0.478392355,76.48,5,48814.08678,2,0.033184857,51.32420091,1
12,3,55.83409298,0.320440678,80.03,6,45399.19457,0,0.011291094,56.25570776,1
13,1,69.82680036,0.416005049,75.95,3,19872.46918,4,0.098943247,40.86757991,0
14,2,50.86599818,0.527076091,76.27,4,49288.63551,3,0.091507463,25.57077626,0
12,17,73.70100273,0.294836639,75.33,5,42688.63692,1,0.028486671,53.88127854,1
14,7,64.31175934,0.40374396,79.35,1,34183.3512,1,1.256370837,58.99543379,1
14,7,79.99088423,0.308900829,82.53,2,8232.843655,3,0.116198849,58.72146119,1
15,1,73.60984503,0.384270465,76.05,1,38752.94775,2,1.426759956,22.23744292,0
12,5,66.49954421,0.463967544,81.72,4,21651.04946,2,0.039455404,31.18721461,0
16,4,84.13855971,0.273199423,78.64,6,13710.4463,3,0.003556877,41.50684932,0
17,3,52.32452142,0.330177425,77.53,4,36172.79119,1,0.066406422,14.52054795,0
13,7,85.59708295,0.234973675,79.3,3,27724.25601,1,0.137231411,37.99086758,0
18,4,48.4958979,0.692240173,83.57,7,21741.07941,2,0.002018153,34.24657534,0
14,0,60.48313582,0.244349802,84.15,1,21997.4295,2,0.815759669,22.73972603,0
8,1,70.37374658,0.330898666,81.73,6,36989.08023,1,0.008557235,55.11415525,1
13,7,54.14767548,0.39076163,80.5,5,6740.557054,1,0.008530901,52.73972603,1
13,0,53.0993619,0.3226044,77.92,6,31487.55674,1,0.007685757,40.73059361,0
12,2,54.6946217,0.448100252,77.21,6,27792.39212,5,0.006946392,31.14155251,0
13,13,57.38377393,0.281133069,77.89,5,37713.77228,1,0.025110149,51.23287671,1
11,2,76.89152233,0.428266138,80.85,2,27009.16121,2,0.36446301,60.54794521,1
8,3,62.12397448,0.330898666,77.29,4,36408.26857,3,0.066496379,44.47488584,0
12,21,61.03008204,0.413120087,77,3,37974.61717,1,0.189127877,43.15068493,0
14,6,74.74931632,0.263823296,77.36,7,40762.81328,2,0.003617362,34.74885845,0
8,9,78.94257065,0.361190768,79.88,2,33976.45531,3,0.458859034,55.89041096,1
9,0,87.28350046,0.277526866,79.54,2,28707.34187,2,0.38932567,54.84018265,1
13,0,68.36827712,0.398695276,76.13,1,38752.94775,3,1.426182254,28.90410959,0
11,8,70.19143118,0.280411828,76.71,3,38924.62144,1,0.193090444,47.35159817,0
18,3,63.90154968,0.262741435,78.4,4,26880.34219,3,0.049008374,35.38812785,0
11,3,64.3573382,0.324046881,76.56,1,45972.13598,2,1.700026888,33.88127854,0
19,2,35.82497721,0.611100613,80.9,5,15714.19012,2,0.010951118,20.95890411,0
13,10,78.66909754,0.397613415,88.74,4,30469.2344,2,0.05576251,26.30136986,0
13,1,69.82680036,0.324046881,78.55,3,38350.71956,2,0.190986047,40.82191781,0
12,0,41.43117593,0.55340137,80.6,1,37034.40564,1,1.346364085,32.55707763,0
18,11,66.18049225,0.37741868,81.76,5,27222.89413,1,0.019132444,46.89497717,0
11,9,83.91066545,0.294476019,79.36,5,35847.89587,4,0.024495462,57.67123288,1
15,16,61.53144941,0.467213127,80.51,2,26021.86045,3,0.352152739,33.69863014,0
10,1,53.64630811,0.387876668,82.97,7,30551.91447,2,0.002704366,74.20091324,1
11,3,59.11577028,0.366960692,79.21,7,27034.8777,3,0.002500161,67.44292237,1
15,7,75.20510483,0.237858637,79.96,7,33959.19162,3,0.003234354,57.99086758,1
15,8,60.52871468,0.315752614,77.16,2,32158.50454,0,0.432651297,43.19634703,0
18,4,31.54056518,0.584775334,77.82,3,36350.87515,3,0.181056415,11.50684932,0
8,0,64.81312671,0.365518211,76.86,6,26006.08046,3,0.006860819,55.93607306,1
14,2,97.76663628,0.370927515,79.45,7,30664.96845,2,0.00260494,46.89497717,0
7,6,67.50227894,0.257332131,75.35,5,21524.20126,3,0.014064555,47.89954338,0
13,0,45.44211486,0.698731338,78.87,5,24600.5651,1,0.017655825,39.36073059,0
15,0,53.96536007,0.621558601,80.26,4,49696.26132,2,0.090592444,46.48401826,0
17,0,61.4402917,0.486326001,80.76,5,19494.85874,3,0.012583546,27.12328767,0
7,0,53.23609845,0.584775334,80.17,2,29699.21428,3,0.401309819,58.85844749,1
11,39,60.34639927,0.403383339,76.56,5,48367.58932,2,0.032437386,57.03196347,1
13,5,57.24703737,0.308900829,78.68,2,21723.65491,1,0.300113617,27.71689498,0
19,10,76.52689152,0.317555716,81.29,5,39152.77003,2,0.025719249,31.96347032,0
12,1,68.82406563,0.200354129,82.53,2,19364.54539,2,0.26228444,56.80365297,1
9,9,66.1349134,0.317916336,80.36,4,37123.46712,1,0.067986815,43.10502283,0
17,36,73.10847767,0.405547061,79.62,7,45751.98341,4,0.004176009,38.49315068,0
14,5,66.86417502,0.478031735,78.1,4,24068.42586,1,0.043569537,25.11415525,0
12,10,74.93163172,0.191338622,78.08,1,40754.76562,0,1.494719746,30.3196347,0
11,35,55.28714676,0.583332853,78.43,6,22022.45204,2,0.005459989,45.06849315,0
13,12,57.52051048,0.605691309,82.2,7,38340.91776,1,0.003512413,40.0913242,0
17,2,82.08751139,0.221630725,78.7,2,35996.03593,2,0.484710456,26.57534247,0
13,0,70.60164084,0.361190768,79.75,2,31661.62881,1,0.429274158,50.91324201,1
11,1,66.63628077,0.415644428,81.78,2,37749.23125,1,0.513039501,57.99086758,1
16,0,65.17775752,0.272838803,77.29,4,38399.4551,0,0.07015033,17.16894977,0
10,13,65.13217867,0.321161918,81.04,7,28153.68356,1,0.002606083,75.57077626,1
11,0,70.55606199,0.33702921,79.14,2,37236.74911,0,0.503944599,34.70319635,0
13,0,67.31996354,0.301327804,80.06,3,13192.67464,2,0.066537978,37.99086758,0
16,2,76.25341841,0.520945546,76.36,2,31290.80933,1,0.423504127,40.73059361,0
20,22,60.80218778,0.489932203,78.52,4,25239.66271,2,0.046270675,29.6347032,0
17,15,56.06198724,0.491735305,79.8,2,55535.51644,1,0.773009611,26.57534247,0
16,0,69.14311759,0.325849982,86.56,2,20815.91421,1,0.28004286,18.53881279,0
13,21,55.65177758,0.5130119,78.63,1,31195.58135,3,1.141176238,29.7260274,0
13,0,44.89516864,0.623001082,77.08,6,31432.12423,0,0.007844445,28.90410959,0
13,1,56.15314494,0.413480707,80.77,2,31433.11717,3,0.426934616,38.44748858,0
18,8,58.43208751,0.28221493,76.77,6,38605.12627,0,0.009307813,23.88127854,0
9,3,42.023701,0.413120087,76.12,6,22418.79746,3,0.005389075,53.65296804,1
16,3,61.4402917,0.385712946,78.37,4,23720.17893,3,0.043471713,19.17808219,0
20,13,70.55606199,0.293754778,77.91,7,32269.06835,0,0.00331236,39.45205479,0
14,3,62.71649954,0.267790119,80.22,3,25474.30832,0,0.125493232,36.02739726,0
20,12,52.55241568,0.307818969,80.64,1,28475.16001,1,1.037197908,19.543379,0
16,1,53.46399271,0.395449693,79.6,2,32147.41776,1,0.432651297,18.72146119,0
19,8,45.89790337,0.668078615,78.76,6,24941.78624,1,0.006181037,41.68949772,0
11,2,61.48587056,0.444133429,77.16,1,37060.22364,2,1.358396134,33.74429224,0
6,21,33.68277119,0.668078615,79.88,1,52118.26964,4,1.907925646,62.00913242,1
18,6,75.43299909,0.285821132,76.16,4,37164.64198,3,0.06886627,12.69406393,0
15,5,79.26162261,0.29663974,86.94,6,25373.30388,2,0.006276541,33.10502283,0
13,2,87.46581586,0.372009376,78.96,3,32133.43218,2,0.161099598,40.77625571,0
17,7,72.01458523,0.413480707,83.64,6,37664.92132,2,0.009575538,24.93150685,0
9,0,82.08751139,0.22884313,80.02,3,39961.82076,1,0.199585421,52.92237443,1
12,2,73.01731996,0.321161918,80.53,5,58976.85203,3,0.035165033,54.52054795,1
8,2,72.74384686,0.427905517,80.85,5,24664.52893,2,0.016699685,70,1
12,2,32.45214221,0.678175983,78.51,7,49288.63551,1,0.004546718,30.1369863,0
13,3,69.00638104,0.203960332,81.39,3,33523.70234,2,0.167563589,39.13242009,0
15,25,61.03008204,0.298803462,86.58,1,41118.82065,3,1.507345894,22.60273973,0
18,0,76.61804923,0.233891814,79.53,4,26632.01297,1,0.048897582,23.65296804,0
13,2,52.78030994,0.280411828,80.61,1,26412.32563,2,0.978578768,28.90410959,0
11,0,68.64175023,0.250840966,76.63,2,32800.83687,2,0.443077513,36.94063927,0
10,2,59.98176846,0.268150739,78.02,2,34616.53373,4,0.469625726,37.21461187,0
18,12,75.15952598,0.428626758,87.43,6,34859.8064,0,0.009170721,21.91780822,0
19,11,42.79854148,0.537894699,76.6,6,51044.70911,2,0.012681301,41.73515982,0
14,5,71.92342753,0.277887486,76.96,3,35906.44155,1,0.178379781,37.85388128,0
9,12,70.87511395,0.359387667,88.39,4,35683.71709,1,0.065019931,41.18721461,0
20,4,76.48131267,0.281493689,76.68,7,30384.11425,4,0.002819382,29.543379,0
17,1,55.01367366,0.479113595,82.31,1,27752.86709,2,1.010362078,36.16438356,0
10,1,69.14311759,0.408792643,81.57,3,44701.64858,3,0.224922205,51.78082192,1
14,22,73.42752963,0.338471691,79.81,1,16868.75078,2,0.647130362,23.01369863,0
11,8,65.99817685,0.399055896,75.8,2,12376.56137,2,0.159784288,34.47488584,0
11,14,72.01458523,0.326210602,79.6,6,34481.22582,3,0.008922525,45.06849315,0
14,10,87.46581586,0.263823296,78.76,2,21718.09961,3,0.292872789,24.79452055,0
9,1,68.14038286,0.213697079,81.59,6,22389.38063,2,0.005383992,55.06849315,1
14,7,61.4402917,0.352175261,81.63,6,31993.45889,3,0.00812808,37.39726027,0
16,7,72.88058341,0.406989542,76.18,6,24411.82913,2,0.006335679,30.91324201,0
16,6,72.56153145,0.268150739,77.36,5,30465.08999,2,0.020353891,41.73515982,0
14,9,65.86144029,0.28257555,77.87,4,21541.92082,2,0.039585139,25.11415525,0
13,13,59.16134913,0.421774973,79.58,2,38666.04541,1,0.522405012,51.27853881,1
9,12,63.26344576,0.49894771,77.62,3,29542.29355,2,0.147316875,78.21917808,1
12,0,79.53509572,0.22812189,77,3,36048.48236,1,0.17869972,30.50228311,0
10,38,62.16955333,0.52527299,77.62,1,42049.77575,3,1.534797942,48.26484018,0
12,3,45.80674567,0.545828345,83.72,6,23588.1188,3,0.006319492,43.60730594,0
4,4,40.56517776,0.44521529,77.46,2,33751.11217,2,0.454618024,57.94520548,1
6,21,48.58705561,0.541140281,83.71,3,23595.24914,3,0.116827129,62.69406393,1
14,5,71.0118505,0.427184277,77.89,5,47101.48575,1,0.032150674,48.99543379,0
13,12,51.09389243,0.575759827,82.2,4,20654.0788,4,0.037068358,40.1369863,0
10,11,65.72470374,0.358305806,75.8,4,20412.14434,2,0.037949075,36.66666667,0
11,5,74.88605287,0.300606563,78.93,4,30077.41619,2,0.05443928,34.61187215,0
7,21,52.09662716,0.581529751,77.62,2,34473.79944,3,0.46754898,60.3652968,1
7,6,64.99544211,0.371648756,81.14,2,36844.46116,2,0.503141111,73.33333333,1
15,3,62.57976299,0.44485467,80.44,1,20870.10164,2,0.768085134,20.1826484,0
8,1,71.0118505,0.231006852,79.09,5,28767.49214,2,0.020865409,69.36073059,1
11,7,54.8769371,0.450263974,81.56,4,48905.77088,2,0.088648827,35.57077626,0
13,11,67.22880583,0.357223945,80.71,7,27170.40517,3,0.002378405,30.1369863,0
9,3,45.39653601,0.478392355,78.61,6,23588.1188,2,0.00640985,52.96803653,1
16,8,55.05925251,0.382106744,78.83,3,6543.689337,2,0.032579111,42.46575342,0
15,18,70.64721969,0.179438154,77.03,4,32958.70939,3,0.060060354,46.25570776,0
15,0,80.35551504,0.196387306,80.54,3,32301.81909,1,0.160231708,33.78995434,0
18,0,57.74840474,0.395810314,77.27,7,31533.39615,4,0.002822372,47.53424658,0
9,0,73.33637192,0.432954201,87.23,6,25667.65307,0,0.00640985,52.87671233,1
8,0,62.12397448,0.278608727,76.89,4,21402.76011,3,0.039577916,44.56621005,0
14,22,72.698268,0.186650559,80.05,3,26471.40049,2,0.132616662,34.93150685,0
6,6,63.30902461,0.373451857,79.82,2,42303.406,0,0.56890846,63.69863014,1
6,16,53.91978122,0.427905517,82.82,6,36056.32474,3,0.008692415,52.37442922,1
7,10,79.48951686,0.289066715,78.01,2,29881.47307,2,0.405867134,73.42465753,1
9,18,68.96080219,0.25516841,83.32,2,30479.98025,4,0.409374818,65.79908676,1
8,15,65.22333637,0.389319149,80.77,7,36384.88629,2,0.003044578,46.62100457,0
19,0,35.82497721,0.754627479,77.86,3,40580.03774,1,0.201830705,20.1826484,0
8,4,82.45214221,0.275002524,81.38,6,22753.31325,1,0.005326978,56.75799087,1
16,14,75.66089335,0.2959185,76.6,4,34703.88599,0,0.063183915,16.80365297,0
12,2,54.14767548,0.384270465,81.89,4,36753.9007,3,0.067079708,32.14611872,0
15,2,63.67365542,0.298442842,81.49,3,38976.34068,0,0.194340687,33.24200913,0
15,0,75.43299909,0.305294627,79.28,4,26233.45234,3,0.048506476,23.42465753,0
6,0,80.08204193,0.200354129,77.95,3,32088.97925,2,0.159919771,63.15068493,1
9,7,83.7739289,0.358305806,80.71,3,34481.22582,2,0.170645149,43.56164384,0
9,0,68.73290793,0.146261089,81.53,4,19364.54539,2,0.035988174,40.77625571,0
7,0,60.84776664,0.406268301,74.85,3,31282.03778,2,0.155473833,73.33333333,1
14,19,59.48040109,0.448460873,79.37,4,34205.12781,2,0.061947518,24.88584475,0
12,5,48.90610757,0.43187234,78.23,1,24605.47132,2,0.890281948,32.37442922,0
11,2,75.25068368,0.168258925,81.61,3,39961.82076,3,0.198336005,45.79908676,0
10,0,73.70100273,0.291591057,78.65,4,23690.6304,1,0.043884561,37.48858447,0
13,4,54.19325433,0.599560765,82.27,3,26959.61317,3,0.134776273,27.16894977,0
16,0,76.48131267,0.260217093,82.97,4,40666.47071,4,0.073676815,53.47031963,1
19,1,60.02734731,0.508323837,80.19,3,51650.72424,3,0.253327402,18.90410959,0
14,6,66.08933455,0.30998269,83.82,2,22925.93204,2,0.31375562,47.12328767,0
15,14,72.01458523,0.277887486,76.92,1,30479.0843,3,1.130367137,45.34246575,0
15,3,57.70282589,0.482359178,85.24,2,28957.80882,3,0.392272812,45.02283105,0
12,3,65.13217867,0.354699603,78.69,3,27584.05649,2,0.1382916,44.56621005,0
20,0,76.02552416,0.20143599,78.7,6,23049.14593,2,0.00566656,2.648401826,0
13,16,57.88514129,0.478392355,79.75,2,33324.2969,1,0.451449914,51.73515982,1
13,5,62.62534184,0.45891886,79.3,1,43221.11226,4,1.60962628,27.62557078,0
14,9,61.85050137,0.331980527,78.7,7,31856.30338,3,0.0025508,58.72146119,1
13,7,54.28441203,0.462164443,80.5,5,6740.557054,4,0.00259798,52.46575342,1
7,1,76.75478578,0.401940858,75.88,4,31282.03778,2,0.056854927,48.26484018,0
8,19,65.08659982,0.293394158,80.8,7,22027.16786,4,0.001797143,57.07762557,1
17,5,60.80218778,0.405547061,76.86,2,32848.29328,1,0.444553308,39.5890411,0
13,5,54.7857794,0.303130905,78.96,1,32053.66984,2,1.191915173,63.97260274,1
12,6,62.26071103,0.454591417,77.09,6,29833.62306,4,0.007174833,41.36986301,0
19,10,29.89972653,0.804753696,80.34,1,46768.82219,2,1.720528817,9.908675799,0
12,1,54.37556974,0.375254959,78.65,5,41643.76829,3,0.02824564,31.41552511,0
11,3,53.78304467,0.480916697,80.17,7,28535.2624,0,0.002627593,59.31506849,1
13,0,48.72379216,0.413480707,81.23,1,20061.65775,4,0.738027144,27.67123288,0
16,22,80.08204193,0.352535882,79.83,1,28955.34683,1,1.066359535,28.49315068,0
10,1,38.33181404,0.740563289,82.16,4,38476.56596,2,0.070096125,39.40639269,0
11,1,76.29899727,0.455673278,80.68,2,45300.02702,3,0.612998871,59.40639269,1
13,2,74.02005469,0.250119726,79.99,4,33067.62441,1,0.059612983,39.6803653,0
18,3,55.83409298,0.368403173,78.44,3,26936.75172,2,0.135335798,34.15525114,0
6,1,89.24339107,0.168980166,77.36,4,23278.62889,2,0.042630844,75.29680365,1
18,13,72.78942571,0.273560043,79.24,3,47852.98005,4,0.234735222,21.91780822,0
16,6,46.26253418,0.568186801,82.27,6,48338.77861,4,0.011756789,52.37442922,1
13,20,73.19963537,0.260938334,81.18,7,32463.03292,4,0.003146767,61.87214612,1
10,4,75.52415679,0.325849982,80.43,7,35862.16829,2,0.003072487,71.78082192,1
16,0,74.15679125,0.335586729,79.42,4,23543.5818,2,0.04408286,19.5890411,0
4,10,54.92251595,0.604609448,88,2,20574.54872,1,0.281496382,77.85388128,1
14,7,79.21604376,0.213336459,76.61,3,16149.3177,3,0.078488125,37.39726027,0
14,9,56.51777575,0.463606924,83.38,5,42190.15435,3,0.028632141,37.30593607,0
10,0,57.47493163,0.385352326,80.19,7,41643.76829,2,0.003972531,39.6347032,0
6,0,78.03099362,0.449182113,78.63,3,38281.29237,2,0.190396357,63.42465753,1
13,5,60.98450319,0.250119726,77.09,7,33111.57337,4,0.003255518,62.37442922,1
8,12,58.93345488,0.495702128,78.25,4,29260.14924,2,0.053341108,82.23744292,1
20,2,69.87237922,0.307818969,79.27,1,38288.40401,2,1.413996264,42.10045662,0
15,13,74.02005469,0.474786152,79.22,5,31904.39363,3,0.021686553,46.02739726,0
19,10,75.25068368,0.238219257,76.8,3,34522.34916,1,0.17071495,20.1826484,0
11,4,43.07201459,0.543304003,81.52,2,24602.81872,5,0.323437571,35.11415525,0
13,8,74.52142206,0.238940498,80.61,3,32538.65913,2,0.162085007,50.77625571,1
11,3,74.52142206,0.36335449,77.17,6,26096.54123,1,0.006946392,46.89497717,0
10,10,80.21877849,0.32368626,79.43,7,34977.681,2,0.00322386,40.2739726,0
19,0,76.07110301,0.233891814,78.84,4,41573.9652,4,0.076592303,31.73515982,0
17,22,76.25341841,0.378139921,81.62,5,40394.14453,2,0.027612894,38.44748858,0
13,0,57.01914312,0.428987378,87,6,16639.90088,1,0.003418416,40.1369863,0
12,8,61.39471285,0.409874504,80.62,6,32060.33642,0,0.008214224,41.87214612,0
14,4,62.16955333,0.427905517,78.83,3,39230.7768,2,0.194834612,36.02739726,0
16,1,76.61804923,0.299164082,82.66,4,28852.46558,3,0.05406471,18.31050228,0
14,3,82.99908842,0.362993869,78.25,1,35265.53212,1,1.302869884,25.29680365,0
18,31,64.49407475,0.380303642,82.39,6,22017.55309,2,0.005305214,11.59817352,0
15,5,65.81586144,0.239661738,81.82,1,23183.57878,1,0.849133434,20.2739726,0
13,1,73.51868733,0.262741435,78.94,3,38888.21419,1,0.192290701,38.03652968,0
7,0,53.64630811,0.250119726,86.98,2,31187.34063,2,0.422074758,58.67579909,1
10,1,69.325433,0.227400649,81.26,1,33523.70234,2,1.227518491,73.28767123,1
11,0,69.87237922,0.393646592,77.94,1,28072.98772,2,1.046003753,44.88584475,0
11,10,72.15132179,0.338471691,79.27,2,31865.4134,3,0.43332505,58.44748858,1
15,5,52.68915223,0.449542734,83.6,3,21673.98255,3,0.107222523,33.69863014,0
12,5,54.14767548,0.384270465,78.23,1,27865.46808,2,1.010362078,30.3196347,0
16,15,69.18869644,0.455673278,81.18,2,20815.91421,1,0.281496382,16.80365297,0
13,0,77.66636281,0.308179589,80.79,7,20132.10375,2,0.001979077,52.73972603,1
14,2,55.46946217,0.5396978,76.43,2,31596.31707,2,0.425876292,47.03196347,0
8,21,64.99544211,0.340274793,78.38,6,33880.97653,2,0.009161996,57.07762557,1
12,16,74.02005469,0.250119726,76.93,7,32278.1598,2,0.003045071,65.66210046,1
21,3,84.86782133,0.434396682,78.54,1,25460.5636,3,0.948341399,15.75342466,0
9,2,67.22880583,0.327653083,87,4,35862.16829,2,0.064820393,52.10045662,1
13,7,57.88514129,0.444133429,78.15,2,37853.16775,3,0.512288113,51.55251142,1
12,11,70.69279854,0.297000361,79.17,2,24211.35951,2,0.328620657,53.88127854,1
15,3,68.77848678,0.274641904,75.01,5,38277.02016,1,0.025698684,44.42922374,0
11,1,76.80036463,0.281854309,75.78,6,16837.05984,0,0.004462445,46.89497717,0
16,0,64.22060164,0.335947349,79.42,3,26274.69289,2,0.130415664,27.48858447,0
11,7,68.50501367,0.231006852,80.96,5,27416.80617,1,0.018989774,36.43835616,0
15,3,70.19143118,0.368042553,76.05,4,31346.79534,3,0.057358408,22.83105023,0
8,7,52.55241568,0.480556076,82.96,7,25859.1798,3,0.002378405,68.67579909,1
15,3,72.56153145,0.267790119,76.93,7,28770.87501,2,0.002697681,22.64840183,0
8,2,56.70009116,0.469376848,79.33,7,26661.0134,0,0.002489056,69.8630137,1
15,14,79.71741112,0.289427335,87.79,4,23412.78228,2,0.043469396,44.33789954,0
9,9,71.28532361,0.518421204,77.17,7,25755.02879,4,0.002465262,76.62100457,1
12,0,63.85597083,0.284739272,81.18,3,17011.95524,4,0.081545026,41.82648402,0
15,1,76.75478578,0.304573386,83.34,7,34338.51886,3,0.003121649,45.61643836,0
17,3,59.29808569,0.453509556,81.79,2,44557.47775,3,0.603019887,38.35616438,0
9,2,59.7538742,0.468294987,87.08,1,39289.21952,4,1.445692578,42.05479452,0
17,7,55.87967183,0.302409665,78.64,3,39521.7363,3,0.197531127,39.7260274,0
13,4,66.90975387,0.327292463,79.69,4,30464.23286,2,0.055884738,27.44292237,0
14,0,73.06289881,0.272117562,78.5,3,29660.96349,2,0.147692401,37.53424658,0
6,3,81.22151322,0.237137396,86.32,2,31382.24519,1,0.424352083,91.18721461,1
17,4,68.50501367,0.557007573,79.67,7,15301.25196,2,0.000468916,48.12785388,0
11,5,54.7857794,0.503275153,80.62,3,27569.72084,1,0.138218629,46.48401826,0
12,10,70.8295351,0.306737108,79.45,4,33980.66168,0,0.062558009,32.42009132,0
8,0,80.62898815,0.134,84.52,4,37374.05158,3,0.068057398,42.64840183,0
17,7,79.39835916,0.320440678,79.75,6,40445.13669,1,0.009523106,26.43835616,0
13,4,55.65177758,0.374533718,85.6,6,26681.94239,1,0.006569039,49.45205479,0
11,3,64.4484959,0.209009016,79.54,4,31624.1853,2,0.05632954,33.56164384,0
18,17,71.37648131,0.274641904,75.51,1,43767.58052,0,1.597441144,13.37899543,0
15,1,80.03646308,0.240022358,76.9,7,42688.63692,3,0.003972932,43.69863014,0
12,5,68.04922516,0.158882798,76.58,1,51846.7692,0,1.882949811,68.03652968,1
15,25,72.78942571,0.219106383,78.92,2,30271.19477,2,0.412117131,42.83105023,0
10,5,61.21239745,0.264183916,81.1,4,47495.65951,2,0.086513998,36.75799087,0
17,3,38.14949863,0.556646953,78.13,2,42736.96654,3,0.576831072,14.24657534,0
12,2,78.12215132,0.249759106,77.64,4,40529.31985,1,0.074570854,30.59360731,0
14,2,46.17137648,0.633098449,78.37,6,28014.71853,4,0.006707491,37.44292237,0
5,10,67.04649043,0.302770285,78.28,4,36722.33357,3,0.067025145,57.99086758,1
12,0,77.301732,0.24218608,79.17,7,32342.11069,2,0.002961233,65.66210046,1
17,11,56.92798541,0.307818969,79.17,3,26930.37623,2,0.133100818,28.58447489,0
17,6,62.53418414,0.263462676,78.16,6,10829.37925,2,0.002920434,27.85388128,0
15,4,60.61987238,0.262380815,80.08,4,32516.66974,2,0.060060354,22.28310502,0
17,3,67.77575205,0.330538045,77.27,1,23811.18487,1,0.870409654,13.78995434,0
12,8,63.94712853,0.246152903,82.92,2,34175.45263,2,0.465273335,55.11415525,1
16,5,73.19963537,0.204320952,77.74,4,31778.0561,3,0.057210784,18.12785388,0
14,9,81.26709207,0.303130905,82.53,7,26993.95763,4,0.002172658,58.76712329,1
18,17,52.96262534,0.486326001,77.3,4,27487.6888,2,0.050379357,24.88584475,0
8,12,21.14858706,0.777707176,82.58,6,35387.67007,1,0.008268092,46.21004566,0
17,5,47.90337284,0.510126938,77.78,3,41508.44009,2,0.207361291,25.66210046,0
11,11,73.19963537,0.26851136,76.74,5,38733.29547,4,0.026185004,34.61187215,0
10,6,68.23154057,0.359027047,81.14,2,27154.08525,2,0.368581315,62.19178082,1
17,12,63.90154968,0.334504868,77.58,3,34283.77462,1,0.170794963,25.98173516,0
19,3,58.65998177,0.589824017,80.13,3,30451.74035,2,0.151840047,19.8630137,0
13,25,52.32452142,0.434396682,87,2,44340.44154,2,0.600381644,26.71232877,0
14,3,73.92889699,0.437281644,82.17,4,28115.26491,2,0.052019506,25.98173516,0
16,0,73.33637192,0.274281284,76.12,1,37388.68971,3,1.380642713,42.96803653,0
12,3,86.50865998,0.198911648,78.93,3,35564.36106,5,0.176883368,30.59360731,0
14,1,63.90154968,0.401580238,77.87,4,42439.19444,2,0.077528301,25.29680365,0
6,2,82.31540565,0.187371799,81.53,6,26757.66568,3,0.006995705,63.83561644,1
9,18,73.65542388,0.473704291,78.52,5,37477.50746,2,0.024598468,64.61187215,1
16,9,85.27803099,0.211893978,79.79,6,26215.01864,2,0.007010998,29.9543379,0
15,4,66.72743847,0.192781103,79.7,5,51474.87118,4,0.034004246,57.44292237,1
20,8,72.56153145,0.41744753,77.52,3,34956.47223,2,0.174030173,29.6347032,0
9,24,74.74931632,0.301327804,82.26,4,20432.27973,1,0.037362886,43.65296804,0
19,11,65.99817685,0.572514245,80.01,7,28354.12168,4,0.002884408,41.41552511,0
4,4,58.20419325,0.311064551,80.71,2,20292.70582,1,0.273798141,69.9086758,1
20,12,64.72196901,0.281854309,88.11,1,26492.38925,2,0.978454627,2.648401826,0
18,1,76.61804923,0.28257555,75.88,1,48882.99695,4,1.779344173,35.38812785,0
11,4,83.91066545,0.294476019,79.12,2,27353.2011,3,0.368316844,57.67123288,1
13,4,50.68368277,0.534288496,77.35,1,41465.64764,4,1.507831491,28.90410959,0
14,8,61.39471285,0.391482871,76.8,6,31993.45889,4,0.007783435,37.26027397,0
13,2,66.2260711,0.329456185,79.48,6,36172.79119,3,0.008750346,38.76712329,0
13,7,66.49954421,0.346405337,81.4,3,40698.99932,3,0.201830705,39.7260274,0
16,3,54.6946217,0.410235124,81.26,1,27865.46808,1,1.024236266,30.3196347,0
9,5,83.81950775,0.443412189,79.46,3,30187.30099,3,0.15146017,52.92237443,1
6,20,82.08751139,0.395810314,81.91,4,36384.88629,1,0.066055734,52.73972603,1
13,2,62.53418414,0.396892175,77.78,4,31193.46611,2,0.058088148,39.17808219,0
10,3,74.15679125,0.36335449,79.03,4,23744.06931,2,0.043584757,39.17808219,0
15,8,59.48040109,0.273560043,78.97,2,34891.36099,2,0.472049971,42.96803653,0
18,7,80.44667274,0.35037216,78.3,4,24442.033,3,0.044566011,23.60730594,0
7,0,73.74658159,0.357945186,78.27,4,44040.99295,1,0.080319288,49.6803653,0
10,6,45.2142206,0.478392355,78.87,3,30035.71555,1,0.149678161,49.9086758,0
16,5,57.56608933,0.429347999,79.1,3,29541.18411,1,0.147077299,31.32420091,0
3,44,56.3810392,0.507602596,77.91,5,31556.38728,2,0.021344099,71.87214612,1
18,13,52.09662716,0.422496213,77.28,4,34198.75696,3,0.062037974,12.96803653,0
13,2,55.97082954,0.441609088,84.87,1,29536.64283,0,1.082790622,41.55251142,0
16,13,59.20692799,0.529600433,81.08,2,33952.37374,2,0.459353706,42.00913242,0
16,1,64.49407475,0.250119726,78.43,2,38340.12169,0,0.518441262,42.00913242,0
12,15,55.60619872,0.440887847,77.93,3,33889.04939,2,0.168140869,44.56621005,0
